objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Bruges","136888","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","123897556","7.10787","7.4249","2.7504","374","12377","thing","Bruges","2","4","60","60","60","2013","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Burning Banners","389820","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","130440452","6.21258","8.19948","3.2453","2110","2115","thing","Burning Banners","2","6","180","180","60","2024","2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Cacao","171499","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","124944623","6.78712","7.07435","1.8155","753","14493","thing","Cacao","2","4","45","45","45","2015","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Cacao: Big Market & Golden Temple","190074","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124944621","5.62279","7.09053","2","0","924","thing","Cacao: Big Market & Golden Temple","2","4","45","45","45","2015","2,3,4","3","8+","No necessary in-game text","","","","","","expansion","","","","",""
"Cacao: Chocolatl","191540","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","124944694","6.25886","7.48563","2.069","0","5192","thing","Cacao: Chocolatl","2","4","60","60","60","2016","2,3,4","2,3","8+","No necessary in-game text","","","","","","expansion","","","","",""
"Cacao: Chocolatl – New Huts","213213","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","124944665","5.61436","7.15502","1.5","0","1278","thing","Cacao: Chocolatl – New Huts","2","4","60","60","60","2016","2,3,4","4","8+","","","","","","","expansion","","","","",""
"Cacao: Chocolatl – New Storage Spaces","206188","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","124944686","5.59759","7.14745","1.5","0","1041","thing","Cacao: Chocolatl – New Storage Spaces","2","4","60","60","60","2016","2,3,4","3","8+","","","","","","","expansion","","","","",""
"Cacao: Diamante","231967","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","124944696","5.89152","7.4358","2","0","3192","thing","Cacao: Diamante","2","4","60","60","60","2017","2,3,4","4","8+","No necessary in-game text","","","","","","expansion","","","","",""
"Cacao: Die Lichtung","189823","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124944647","5.51882","6.42885","2","0","440","thing","Cacao: Die Lichtung","2","4","0","0","0","2015","2,3,4","2,4","8+","No necessary in-game text","","","","","","expansion","","","","",""
"Cacao: Volcanoes","183499","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124944630","5.73987","6.93332","1.9167","0","1869","thing","Cacao: Volcanoes","2","4","45","45","45","2015","2,3,4","3,4","8+","No necessary in-game text","","","","","","expansion","","","","",""
"Caesar: Rome vs. Gaul","276386","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","134621564","5.98455","7.86941","3.3125","3155","1547","thing","Caesar: Rome vs. Gaul","2","2","240","240","120","2020","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Café","284936","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","122666121","6.52948","7.19049","2.0598","1209","7500","thing","Café","1","4","45","45","20","2020","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Camel Up (Second Edition)","260605","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","112102443","7.25218","7.55873","1.5015","258","27609","thing","Camel Up (Second Edition)","3","8","45","45","30","2018","3,4,5,6,7,8","5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Caper: Europe","328565","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","122149296","6.98523","7.65968","2.1008","500","10125","thing","Caper: Europe","2","2","35","35","25","2022","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Carcassonne: Cazadores y recolectores","4390","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115484422","6.8596","7.13576","1.9223","661","18894","thing","Carcassonne: Hunters and Gatherers","2","5","40","40","35","2020","2,3,4,5","2,3","8+","No necessary in-game text","","","","","","standalone","","Devir","Portuguese; Spanish","2020","Devir edition 2020"
"Cascadia","295947","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","98891787","7.74995","7.91337","1.8505","54","81758","thing","Cascadia","1","4","45","45","30","2021","1,2,3,4","2,3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Cascadia: Landmarks","385318","0","0","0","0","0","0","0","0","0","0","1","2","english","","","","","125309840","6.75008","7.79227","2.2615","0","14706","thing","Cascadia: Landmarks","1","6","45","45","30","2023","1,2,3,4,5,6","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"The Castles of Burgundy","271320","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641493","7.97662","8.44658","2.9139","0","27093","thing","The Castles of Burgundy","1","4","120","120","70","2020","1,2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","alea; Ravensburger","English; French; German; Italian; Portuguese; Spanish","2020","Multilingual edition"
"The Castles of Burgundy","84876","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","99567742","8.0225","8.15133","2.9728","16","81370","thing","The Castles of Burgundy","2","4","90","90","30","2011","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Catan: O Jogo de Cartas","91534","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641148","5.84204","6.14644","1.6626","4201","8916","thing","Struggle for Catan","2","4","30","30","30","2010","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Devir","Portuguese","2010","Portuguese edition"
"Catan: O Jogo de Cartas","91534","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","126408262","5.84204","6.14644","1.6626","4201","8916","thing","Struggle for Catan","2","4","30","30","30","2010","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Devir","Portuguese","2010","Portuguese edition"
"Caverna: Cave vs Cave – The Big Box","330021","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","110429170","5.75348","7.388","2.6429","0","1464","thing","Caverna: Cave vs Cave – The Big Box","1","2","40","40","20","2022","1,2","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Caylus 1303","284818","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","127691409","6.64303","7.42029","2.8714","990","6535","thing","Caylus 1303","2","5","90","90","60","2020","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","Space Cowboys","Spanish","2020","Spanish edition"
"Caylus Magna Carta","27364","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","31395516","6.44871","6.88759","2.871","1401","6746","thing","Caylus Magna Carta","2","4","75","75","45","2007","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Churchill","132018","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","131027200","6.76652","7.6745","3.3868","782","5675","thing","Churchill","1","3","300","300","60","2017","3","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","GMT Games","English","2017","English edition, second printing"
"Circadians: Chaos Order","329226","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641387","6.26703","7.93781","3.8378","1900","2633","thing","Circadians: Chaos Order","2","5","240","240","120","2022","2,3,4,5","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Garphill Games","English","2022","Garphill Games English edition"
"Circadians: First Light","264052","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641381","6.70764","7.53713","3.3955","879","6152","thing","Circadians: First Light","1","4","90","90","60","2022","1,2,3,4","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Garphill Games","English","2022","Garphill Games English second edition"
"Citadels","205398","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","121546919","6.95057","7.24169","2.0644","544","29950","thing","Citadels","2","8","60","60","30","2021","3,4,5,6,7","5","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Z-Man Games","English","2021","English edition 2021"
"Cities","402676","0","0","0","0","0","0","0","0","0","0","1","4","","","","","","121865210","6.56483","7.39793","1.9222","1138","6545","thing","Cities","2","4","45","45","45","2024","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Clank!: Catacombs","365717","0","0","0","0","0","0","0","0","0","0","1","2","english","","","","","101783506","7.69971","8.25189","2.5044","68","18580","thing","Clank!: Catacombs","2","4","90","90","45","2022","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Clans of Caledonia","216132","0","0","0","0","0","0","0","0","0","1","0","1","","","","","","111744075","7.66861","7.93505","3.4667","74","22608","thing","Clans of Caledonia","1","4","120","120","30","2017","1,2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Clash of Cultures: Monumental Edition","299659","0","0","0","0","0","0","0","0","0","0","1","4","","","","","","109480709","7.30595","8.2835","3.7143","229","8278","thing","Clash of Cultures: Monumental Edition","2","4","240","240","180","2021","2,3,4","3,4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Codenames","178900","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","109715502","7.43679","7.5324","1.2582","156","169713","thing","Codenames","2","8","15","15","15","2015","4,5,6,7,8","6,8","10+","Unplayable in another language","","","","2200","","standalone","","","","",""
"Codenames: Duet","224037","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","112102426","7.24231","7.41822","1.3523","263","52563","thing","Codenames: Duet","2","2","30","30","15","2017","2","2","12+","Unplayable in another language","","","","","","standalone","","","","",""
"Coloretto","5782","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","119064486","6.82341","6.98141","1.2703","706","30431","thing","Coloretto","2","5","30","30","30","2003","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Combat Commander: Europe","21050","0","0","0","0","0","0","0","0","0","0","1","2","20th edition","","","","","134621601","7.24768","7.95601","3.2599","260","9155","thing","Combat Commander: Europe","2","2","180","180","60","2006","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Commands & Colors: Samurai Battles","259066","0","0","0","0","0","0","0","0","0","0","1","4","","","","","","129041177","5.96057","7.98952","2.6","3305","1800","thing","Commands & Colors: Samurai Battles","2","2","60","60","60","2021","1,2","2","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Compile: Main 1","406652","0","0","0","0","0","0","0","0","0","0","1","2","","","","","","125578747","6.54222","7.9256","2.2703","1189","5370","thing","Compile: Main 1","2","2","30","30","20","2024","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Concordia Venus","256916","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","94979545","7.5754","8.26543","3.0146","103","11778","thing","Concordia Venus","2","6","120","120","60","2018","2,3,4,5,6","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Concordia Venus: Balearica / Italia","283362","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","94979549","5.74048","8.15719","3","0","1531","thing","Concordia Venus: Balearica / Italia","2","5","120","120","60","2019","3,4","3,4","","","","","","","","expansion","","","","",""
